שכונה,קוד שכונה,רחוב,סמל רחוב
רחביה,616,מרדכי נרקיס,703
רחביה,616,סמולנסקין,1513
רחביה,616,עובדיה מברטנורה,831
רחביה,616,קרן היסוד,1508
רחביה,616,רבי סעדיה גאון,815
רחביה,616,רד''ק,814
רחביה,616,רמב''ן,809
רחביה,616,רשב''א,802
רחביה,616,שדרות בן מיימון,807
רחביה,616,שדרות בן צבי,733
רחביה,616,שדרות חיים הזז,998
רחביה,616,שלמה מולכו,832
רחביה,616,שמואל הנגיד,427
רמות,620,1, 
רמות,620,אבא הלל סילבר,4440
רמות,620,אביעזר,4474
רמות,620,אבן שמואל,4478
רמות,620,אברהם אידלזון,4479
רמות,620,אברהם רקנאטי,5011
רמות,620,אהרון אשכולי,4455
רמות,620,אהרון צבי פרופס,4466
רמות,620,אליהו בראון,4497
רמות,620,אלימלך מליז'נסק,4488
רמות,620,אליעזר הופיין,4594
רמות,620,אלכסנדר אייג,4597
רמות,620,אלפרד ויתקון,4493
רמות,620,אם הבנים,5480
רמות,620,אסירי ציון,4454
רמות,620,ארי במסתרים,4489
רמות,620,אריך מנדלסון,4473
רמות,620,בן יחזקאל,4585
רמות,620,בן עטר,4470
רמות,620,בנימין מינץ,4484
רמות,620,גדליה בובליק,4447
רמות,620,גיזה,4582
רמות,620,דה לימה,4584
רמות,620,דוד באזוב,4477
רמות,620,דרך החורש,5300
רמות,620,האחים להרן,4583
רמות,620,הארי טרומן,4439
רמות,620,הדף היומי,5016
רמות,620,ההבטחה,4587
רמות,620,ההעברה,5310
רמות,620,הכיסופים,4437
רמות,620,הלנה כגן,4468
רמות,620,המשורר אצ''ג,4465
רמות,620,המשוררת זלדה,4683
רמות,620,הנרי מורגנטאו,4450
רמות,620,הצדיק מצ'כנוב,4463
רמות,620,הקונגרס הציוני,4464
רמות,620,הרא''ה,4430
רמות,620,הרב אברהם שיף,4486
רמות,620,הרב אור שרגא,5019
רמות,620,הרב דוד זריצקי,5020
רמות,620,הרב ולנשטיין,4485
רמות,620,הרב חזקיה שבתאי,4469
רמות,620,הרב ישראל פורת,4491
רמות,620,הרב ישראל שרייבר,4443
רמות,620,הרב מ.ל. רובין,4487
רמות,620,הרמן שטרוק,5475
רמות,620,ועד ארבע ארצות,4483
רמות,620,זאב וילהלם גרוס,5482
רמות,620,חיים גרינברג,4445
רמות,620,טללים,4436
רמות,620,יגאל אלון,4459
רמות,620,יגאל ידין,4773
רמות,620,יהודה קרני,4472
רמות,620,יהושע פראוור,4682
רמות,620,יוסל'ה רוזנבלט,4496
רמות,620,יוסף אלבו,5479
רמות,620,יוסף צבי הערץ,4441
רמות,620,יוסף שכטמן,4449
רמות,620,יוסף שנברגר,4500
רמות,620,יחזקאל קוטשר,4490
רמות,620,יחזקאל קויפמן,4536
רמות,620,יעקב דה האז,4448
רמות,620,יעקב דוד קמזון,4598
רמות,620,יצחק אולשן,4498
רמות,620,יצחק מירסקי,4482
רמות,620,יצחק מסליאנסקי,4446
רמות,620,יציאה לכביש 1, 
רמות,620,יציאה למחלף יגאל, 
רמות,620,ישראל בן זאב,4461
רמות,620,ישראל זרחי,4596
רמות,620,לואי ליפסקי,4442
רמות,620,מאיר ג'יניאו,4475
רמות,620,מועדים,5015
רמות,620,מנדל בייליס,5478
רמות,620,מעוז,4438
רמות,620,מעלה הארנים,4595
רמות,620,מעלות חדוה,5012
רמות,620,מעלות רננים,5013
רמות,620,משה צבי סגל,4494
רמות,620,משה שור,4460
רמות,620,משעול הדקלים,5305
רמות,620,משעול ההדס,4590
רמות,620,משעול היערה,5302
רמות,620,משעול הכתרון,4591
רמות,620,משעול המגלית,5301
רמות,620,משעול העוזרד,5304
רמות,620,משעול הקורטם,5303
רמות,620,משעול הקורנית,4589
רמות,620,משעול הרותם,4593
רמות,620,משעול מורן,4592
רמות,620,משפט דרייפוס,4492
רמות,620,ניסן קושניר,4499
רמות,620,נלסון גליק,5010
רמות,620,נרות שבת,5017
רמות,620,נתיבי עם,5476
רמות,620,סולם יעקב,4432
רמות,620,עליית הנוער,4457
רמות,620,פליקס פרנקפורטר,4444
רמות,620,צונדק,4458
רמות,620,צפרירים,4433
רמות,620,קדימה,4467
רמות,620,קהילות שו''ם,4471
רמות,620,קהילת אונגוואר,4495
רמות,620,ראובן מס,4581
רמות,620,ראובן שרי,5477
רמות,620,רביבים,4434
רמות,620,רמות,6792
רמות,620,רפאל קרניבד,4684
רמות,620,ש''י,4462
רמות,620,שאר ישוב,4588
רמות,620,שדרות גולדה מאיר,4452
רמות,620,שדרות מנחם בגין,1105
רמות,620,שיבת ציון,4431
רמות,620,שירת הים,4435
רמות,620,שלום סיוון,4453
רמות,620,תיאודור לביא,5481
רמות רחל - ארנ,726,אליהו לנקין,1877
רמות רחל - ארנ,726,אנצ'ו בונהונטורה,1882
רמות רחל - ארנ,726,בית''ר,1737
רמות רחל - ארנ,726,בית חוגלה,1828
רמות רחל - ארנ,726,גד טדסקי,1879
רמות רחל - ארנ,726,דוד פלוסר,1871
רמות רחל - ארנ,726,דניאל ינובסקי,5405
רמות רחל - ארנ,726,העסקן,5404
רמות רחל - ארנ,726,השגריר שלמה ארגו,1822
רמות רחל - ארנ,726,ים המלח,1817
רמות רחל - ארנ,726,יצחק בן דור,1883
רמות רחל - ארנ,726,ישראל אלדד,1875
רמות רחל - ארנ,726,לואיג'י לוצאטי,1805
רמות רחל - ארנ,726,פרימו לוי,1881
רמות רחל - ארנ,726,קורץ,1878
רמות רחל - ארנ,726,קרית מוריה, 
רמות רחל - ארנ,726,רב החובל,5401
רמות רחל - ארנ,726,שדרות רותי ברעם,1880
רמות רחל - ארנ,726,שניאור פלג,1876
רמת אשכול,624,אחינועם,112
רמת אשכול,624,הר שפר,4301
רמת אשכול,624,הרב בלוי,107
רמת אשכול,624,יגאל ידין,4773
רמת אשכול,624,ים סוף,4279
רמת אשכול,624,יצחק בסאן,4985
רמת אשכול,624,ליבנה,4294
רמת אשכול,624,מבוא די זהב,4319
רמת אשכול,624,מבוא חצרות,4303
רמת אשכול,624,מבוא יטבתה,4298
רמת אשכול,624,מבוא נחליאל,4305
רמת אשכול,624,מבוא צלמונה,4297
רמת אשכול,624,מבוא רפידים,4304
רמת אשכול,624,מבוא תמנע,4302
רמת אשכול,624,מדבר סיני,4282
רמת אשכול,624,מיכל,111
רמת אשכול,624,מנהרת לוי אשכול, 
רמת אשכול,624,מעבר המיתלה,4277
רמת אשכול,624,מעלה שמעון דב וינ, 
רמת אשכול,624,משמר הגבול,4278
רמת אשכול,624,נחל צין,4299
רמת אשכול,624,עברונה,4300
רמת אשכול,624,עציון גבר,4296
רמת אשכול,624,פארן,4306
רמת אשכול,624,קרל נטר,4317
רמת אשכול,624,רמת הגולן,4280
רמת אשכול,624,שאול המלך,106
רמת אשכול,624,שדרות לוי אשכול,4276
רמת אשכול,624,ששת הימים,4283
רמת דניה,632,אבל פן,464
רמת דניה,632,אריה ל. קובובי,1364
רמת דניה,632,גולומב,1307
רמת דניה,632,גלבר,1385
רמת דניה,632,דסקל,1499
רמת דניה,632,הצייר יוסי,1496
רמת דניה,632,הרב יוסף חיים שרי,1391
רמת דניה,632,חורחה וגרסיה גרנ,1495
רמת דניה,632,ימימה,1497
רמת דניה,632,צבי לייבוביץ',1394
רמת דניה,632,צייטלין,1348
רמת דניה,632,קדיש לוז,1369
רמת דניה,632,שיר לשלמה,1498
רמת מוצא,636,1, 
רמת מוצא,636,אריה מקלף,957
רמת מוצא,636,דב קלימקר,976
רמת מוצא,636,המתנחלים בהר,973
רמת מוצא,636,יחיאל מ.שטיינברג,1136
רמת מוצא,636,יציאה לכביש 1, 
רמת מוצא,636,יציאה למחלף מוצא, 
רמת מוצא,636,רמת מוצא,974
רמת מוצא,636,שמואל ברוזה,956
רמת רחל,640,אשר וינר,1744
רמת רחל,640,דרך בית לחם,1753
רמת רחל,640,דרך חברון,1714
רמת רחל,640,טלעת אלמשהאד,4900
רמת רחל,640,לייב יפה,1740
רמת שלמה,618,1, 
רמת שלמה,618,איגרות משה,4960
רמת שלמה,618,אל וער, 
רמת שלמה,618,ברכת אברהם,4967
רמת שלמה,618,האדמו''ר מליובאוו,4958
רמת שלמה,618,האדמו''ר מסדיגורא,4961
רמת שלמה,618,הצדיק משטפנשט,4975
רמת שלמה,618,הרב אליהו לפיאן,4962
רמת שלמה,618,הרב אלמושנינו,4963
רמת שלמה,618,הרב אלנקווה,4969
רמת שלמה,618,הרב אריה גולדקנו,4954
רמת שלמה,618,הרב בצלאל זולטי,4955
רמת שלמה,618,הרב יהושע ברים,4959
רמת שלמה,618,הרב יוסף שלמה כהנ,4957
רמת שלמה,618,הרב יעקב מוצפי,4976
רמת שלמה,618,הרב מאיר חדש,4952
רמת שלמה,618,הרב משה הרשלר,4956
רמת שלמה,618,הרב עוזי קלכהיים,4970
רמת שלמה,618,הרב עידאן מכלוף,4971
רמת שלמה,618,הרב פתאל,4965
רמת שלמה,618,הרב קלונימוס,4966
רמת שלמה,618,הרב רפאל ברוך טול,4968
רמת שלמה,618,חזון אי''ש,4953
רמת שלמה,618,יגאל ידין,4773
רמת שלמה,618,יהושע שהרבני,4972
רמת שלמה,618,יציאה למחלף יגאל, 
רמת שלמה,618,מבוא הברכה,4973
רמת שלמה,618,מבוא החוסן,4974
רמת שלמה,618,מרדכי בוקסבוים,4951
רמת שלמה,618,קהילות יעקב,4964
רמת שלמה,618,רבי שלמה זלמן דרו,4950
רמת שלמה,618,שדרות מנחם בגין,1105
רמת שרת,632,אינו שאקי,1399
רמת שרת,632,אליעזר ארגוב,1440
רמת שרת,632,ברכה צפירה,1384
רמת שרת,632,גוגה רג'ואן,1439
רמת שרת,632,גולומב,1307
רמת שרת,632,דוד פ. מרץ,1436
רמת שרת,632,הצלם רחמים,1535
רמת שרת,632,הרב יוסף חיים שרי,1391
רמת שרת,632,הרב יצחק אבוהב,2201
רמת שרת,632,השופט בנימין,1517
רמת שרת,632,מיכאל אבי יונה,1137
רמת שרת,632,מיכאל בן חנן,1411
רמת שרת,632,מינצברג,1123
רמת שרת,632,מעלה מוזס, 
רמת שרת,632,משה זילברג,1383
רמת שרת,632,משה נובומיסקי,1357
רמת שרת,632,משה שרת,1368
רמת שרת,632,נזר דוד,1126
רמת שרת,632,פנחס רוזן,1400
רמת שרת,632,פרץ ברנשטיין,1359
רמת שרת,632,קדיש לוז,1369
רמת שרת,632,שמעון מועלם נסים,1438
רמת שרת,632,תורת חיים,1531
רמת שרת,632,תלתן,1437
שדה התעופה עט,728,45, 
שדה התעופה עט,728,60,4416
שדה התעופה עט,728,דרך רמאאלה, 
שומרי החומות,717,אדמון,175
שומרי החומות,717,אוצר הספרים,208
שומרי החומות,717,הרב מנדל בריכטא,481
שומרי החומות,717,הרב שמואל סלנט,173
שומרי החומות,717,כ''ץ,524
שומרי החומות,717,מאה שערים,162
שומרי החומות,717,מחוזא,254
שומרי החומות,717,משה ואסתר לעזער,198
שומרי החומות,717,נציבין,200
שומרי החומות,717,ש.ז. שפיצר,252
שומרי החומות,717,שבטי ישראל,501
שומרי החומות,717,שומרי אמונים,209
שועפאט,652,א שאבי,5586
שועפאט,652,אבן רושד,4634
שועפאט,652,אבראהים בן אדהם, 
שועפאט,652,אום א דראג', 
שועפאט,652,אום אל עמד, 
שועפאט,652,אום אלמואמנין,4747
שועפאט,652,אחמד שאוקי,4666
שועפאט,652,אימאם אבו הורייר, 
שועפאט,652,אל אסמאעי,4639
שועפאט,652,אל דהר,4213
שועפאט,652,אל וער, 
שועפאט,652,אל ח'נסא,5580
שועפאט,652,אל חג'אג' בן יוסף, 
שועפאט,652,אל מאמון,4627
שועפאט,652,אל מערי,4667
שועפאט,652,אל מצאנע,4736
שועפאט,652,אל נאדר, 
שועפאט,652,אל סהל,4731
שועפאט,652,אל פאראבי,4663
שועפאט,652,אל ראס,4249
שועפאט,652,אלאימאן,4856
שועפאט,652,אלאסראא, 
שועפאט,652,אלביאן,4857
שועפאט,652,אלגניד,4859
שועפאט,652,אלוף יקותיאל אדם,4786
שועפאט,652,אלמזדלפה,4873
שועפאט,652,אלמסק,4874
שועפאט,652,אלעלם, 
שועפאט,652,אלפרדוס,4883
שועפאט,652,אלקות'ר,4884
שועפאט,652,אלקעקאע,4885
שועפאט,652,אלרסאלה,4887
שועפאט,652,אלשימאא,4889
שועפאט,652,אלתקווא, 
שועפאט,652,ביר אל סביל,4743
שועפאט,652,בן רבאח,4640
שועפאט,652,דאר א סלאם,5657
שועפאט,652,דרך בית חנינא,4106
שועפאט,652,דרך האלוף עוזי נר,4762
שועפאט,652,דרך ענתות,4801
שועפאט,652,דרך שועפאת,4101
שועפאט,652,ואדי אל ח'לף,5654
שועפאט,652,זייד ת'אבת,4404
שועפאט,652,זמזם, 
שועפאט,652,ח'וצם, 
שועפאט,652,ח'לת סינאד, 
שועפאט,652,חאפז איברהים,5577
שועפאט,652,חסן בן ת'אבת אנסא, 
שועפאט,652,יגאל ידין,4773
שועפאט,652,יציאה לכביש 60, 
שועפאט,652,יציאה למחלף שער מ, 
שועפאט,652,יציאה לרחוב יגאל, 
שועפאט,652,כרם אנג'אץ, 
שועפאט,652,מעאדי בן ג'ביל,4636
שועפאט,652,מרג' אל מהור,5656
שועפאט,652,משאריף,4732
שועפאט,652,עכרמה בן אבי ג'הל, 
שועפאט,652,ראס ח'מיס,4624
שועפאט,652,שדאד בן אוס,4915
שועפאט,652,שדרות משה דיין,4753
שייח ג'ראח,656,אבו בכר א סדיק,4424
שייח ג'ראח,656,אבן ג'ובייר,4199
שייח ג'ראח,656,אל אדיב אסעאף אל,3650
שייח ג'ראח,656,ביבארס,4427
שייח ג'ראח,656,דלמן,211
שייח ג'ראח,656,דרך הר הזיתים,4177
שייח ג'ראח,656,דרך שכם,4162
שייח ג'ראח,656,טובלר,4616
שייח ג'ראח,656,מוג'יר א דין,4428
שייח ג'ראח,656,מוסא סייק,4674
שייח ג'ראח,656,מח''ל,4351
שייח ג'ראח,656,נבי שועיב,4622
שייח ג'ראח,656,עות'מאן בן עפאן,4423
שייח ג'ראח,656,קלרמון גאנו,4601
שייח ג'ראח,656,רג'יב נשאשיבי,4429
שייח ג'ראח,656,שדרות חיים ברלב,4113
שייח ג'ראח,656,שייח' ג'ראח,4118
שייח ג'ראח,656,שמעון הצדיק,235
שכונת החבשים,738,אביגדורי,422
שכונת החבשים,738,אברהם מסלונים,189
שכונת החבשים,738,אדמון,175
שכונת החבשים,738,אתיופיה,402
שכונת החבשים,738,בני ברית,403
שכונת החבשים,738,דבורה הנביאה,401
שכונת החבשים,738,החומה השלישית,511
שכונת החבשים,738,החרש,257
שכונת החבשים,738,המלאכה,256
שכונת החבשים,738,המסגר,197
שכונת החבשים,738,הנביאים,348
שכונת החבשים,738,הרב אברהם יפהן,263
שכונת החבשים,738,הרב מנדל בריכטא,481
שכונת החבשים,738,הרב שמואל סלנט,173
שכונת החבשים,738,הרקח,188
שכונת החבשים,738,חוני המעגל,176
שכונת החבשים,738,חזנוביץ',187
שכונת החבשים,738,חיי אדם,181
שכונת החבשים,738,יוסף גרשון,195
שכונת החבשים,738,מאה שערים,162
שכונת החבשים,738,מבוא אברהם רוזנט,262
שכונת החבשים,738,מונבז,405
שכונת החבשים,738,נתן שטראוס,350
שכונת החבשים,738,עונג שבת,172
שכונת החבשים,738,עידו הנביא,512
שכונת החבשים,738,עין יעקב,164
שכונת החבשים,738,שאול אדלר,472
שכונת החבשים,738,שבטי ישראל,501
שכונת החבשים,738,שלמה זלמן בהר''ן,180
שכונת החבשים,738,שערי משה,185
שמואל הנביא,672,ארץ חפץ,236
שמואל הנביא,672,בר אילן,301
שמואל הנביא,672,חטיבת הראל,248
שמואל הנביא,672,מגן האלף,260
שמואל הנביא,672,מקווה ישראל,4318
שמואל הנביא,672,עץ הדר,238
שמואל הנביא,672,פיתוחי חותם,237
שמואל הנביא,672,שדרות לוי אשכול,4276
שמואל הנביא,672,שמואל הנביא,116
שמואל הנביא,672,שמעון הצדיק,235
שמואל הנביא,672,תדהר,4350
שמעון הצדיק,737,ארזי הבירה,261
שמעון הצדיק,737,גמול,216
שמעון הצדיק,737,חיים עוזר,149
שמעון הצדיק,737,חיל ההנדסה,4110
שמעון הצדיק,737,יהויריב,255
שמעון הצדיק,737,יקים,213
שמעון הצדיק,737,משה זקס,239
שמעון הצדיק,737,סמטת האמונה,520
שמעון הצדיק,737,פייר ואן פאסן,4286
שמעון הצדיק,737,פתחיה,214
שמעון הצדיק,737,ראם,227
שמעון הצדיק,737,שבטי ישראל,501
שמעון הצדיק,737,שדרות חיים ברלב,4113
שמעון הצדיק,737,שמואל הנביא,116
שמעון הצדיק,737,שמריה,215
תל ארזה עזרת,718,אביתר הכהן,233
תל ארזה עזרת,718,אבן האזל,389
תל ארזה עזרת,718,אוהלי יוסף,232
תל ארזה עזרת,718,אליעזרוב,400
תל ארזה עזרת,718,אליפז,234
תל ארזה עזרת,718,אלקנה,315
תל ארזה עזרת,718,בר אילן,301
תל ארזה עזרת,718,גבעת משה,2052
תל ארזה עזרת,718,דובב מישרים,394
תל ארזה עזרת,718,דורש טוב,397
תל ארזה עזרת,718,הגאון מטורדא,392
תל ארזה עזרת,718,הרב חנוך מנדל גרו,393
תל ארזה עזרת,718,הרב שמעון חכם,138
תל ארזה עזרת,718,חכם שמואל ברוכים,2051
תל ארזה עזרת,718,חנה,317
תל ארזה עזרת,718,יוסף זיו,105
תל ארזה עזרת,718,יעקובזון,395
תל ארזה עזרת,718,ירמיהו,937
תל ארזה עזרת,718,כי טוב,391
תל ארזה עזרת,718,מחניים,113
תל ארזה עזרת,718,מעלות הרב בן ציון, 
תל ארזה עזרת,718,ניסן ב''ק,104
תל ארזה עזרת,718,עזרת תורה,390
תל ארזה עזרת,718,עלי הכהן,314
תל ארזה עזרת,718,פנינה,985
תל ארזה עזרת,718,רבנו גרשום,121
תל ארזה עזרת,718,שדרות גולדה מאיר,4452
תל ארזה עזרת,718,שמואל הנביא,116
תל ארזה עזרת,718,שפע חיים,398
תלפיות,708,אברהם אוליצור,1749
תלפיות,708,אברהם שלום יהודה,1791
תלפיות,708,אליהו לנקין,1877
תלפיות,708,אסתר המלכה,1790
תלפיות,708,אפרתה,1735
תלפיות,708,אריה דוסטרובסקי,1831
תלפיות,708,אשריאל בוזגלו,1869
תלפיות,708,בית''ר,1737
תלפיות,708,בית הערבה,1750
תלפיות,708,בית חוגלה,1828
תלפיות,708,בן גבריאל,1680
תלפיות,708,ברזילי,1799
תלפיות,708,גלעדי,1733
תלפיות,708,דוד פלוסר,1871
תלפיות,708,דניאל ינובסקי,5405
תלפיות,708,דרך בית לחם,1753
תלפיות,708,דרך חברון,1714
תלפיות,708,האומן,1839
תלפיות,708,הירדן,1734
תלפיות,708,המזרחן,1846
תלפיות,708,הקצין סילבר,1834
תלפיות,708,התנופה,1847
תלפיות,708,וולטר אבלס,1754
תלפיות,708,זגפריד מוזס,1443
תלפיות,708,חנוך אלבק,1731
תלפיות,708,יד חרוצים,1842
תלפיות,708,ים המלח,1817
תלפיות,708,ישראל אלדד,1875
תלפיות,708,כפר עציון,1746
תלפיות,708,לייב יפה,1740
תלפיות,708,מעשה חושב,1838
תלפיות,708,מרדכי כספי,1727
תלפיות,708,מרים החשמונאית,1760
תלפיות,708,משעול יעקב, 
תלפיות,708,משעול יפה, 
תלפיות,708,נחום שדמי,1755
תלפיות,708,עין גדי,1736
תלפיות,708,קדושי שלוניקי,1800
תלפיות,708,קורא הדורות,1738
תלפיות,708,קלוזנר,1747
תלפיות,708,קרליבך,1739
תלפיות,708,רבקה,1786
תלפיות,708,שדרות עין צורים,659
תלפיות - תעשי,712,איחוד הכפר,4285
תלפיות - תעשי,712,אשר וינר,1744
תלפיות - תעשי,712,בית היוצר,1859
תלפיות - תעשי,712,בעלי המלאכה,1835
תלפיות - תעשי,712,גנרל פייר קניג,1787
תלפיות - תעשי,712,דרך בית לחם,1753
תלפיות - תעשי,712,דרך חברון,1714
תלפיות - תעשי,712,דרך משה ברעם,1864
תלפיות - תעשי,712,האומן,1839
תלפיות - תעשי,712,הגלגל,1858
תלפיות - תעשי,712,החרושת,1863
תלפיות - תעשי,712,המזרחן,1846
תלפיות - תעשי,712,הסדנא,1836
תלפיות - תעשי,712,הפרסה,1860
תלפיות - תעשי,712,הקצין סילבר,1834
תלפיות - תעשי,712,הרכב,1837
תלפיות - תעשי,712,הרכבים,1797
תלפיות - תעשי,712,התנופה,1847
תלפיות - תעשי,712,התעשייה,1840
תלפיות - תעשי,712,חרשי ברזל,1841
תלפיות - תעשי,712,יד חרוצים,1842
תלפיות - תעשי,712,יעקב בן דב,1432
תלפיות - תעשי,712,מבוא סם שפיגל,204
תלפיות - תעשי,712,מעשה חושב,1838
תלפיות - תעשי,712,משעול יעקב, 
תלפיות - תעשי,712,משעול יפה, 
תלפיות - תעשי,712,פועלי צדק,1843
תלפיות - תעשי,712,צרת,1795
תלפיות - תעשי,712,קניון הדר, 
תלפיות - תעשי,712,שביל האריה,1862
תלפיות - תעשי,712,שביל הטובה,1861
תלפיות - תעשי,712,שמעון בטש,1850
תלפיות מזרח,360,אבו רביע,5701
תלפיות מזרח,360,אברהם לוי, 
תלפיות מזרח,360,אבשלום חביב,4326
תלפיות מזרח,360,אדם,5403
תלפיות מזרח,360,אייזיק רמבה,5402
תלפיות מזרח,360,אליהו בית צורי,4334
תלפיות מזרח,360,אליהו חכים,4333
תלפיות מזרח,360,אליהו לנקין,1877
תלפיות מזרח,360,אליעזר קשאני,4330
תלפיות מזרח,360,אלכסנדר רובוביץ',4349
תלפיות מזרח,360,אנוסי משהד,5410
תלפיות מזרח,360,אשר וינר,1744
תלפיות מזרח,360,גרשון אבנר,1821
תלפיות מזרח,360,דב גרונר,4328
תלפיות מזרח,360,דוד רזיאל,4335
תלפיות מזרח,360,דניאל ינובסקי,5405
תלפיות מזרח,360,המחתרות,2013
תלפיות מזרח,360,העסקן,5404
תלפיות מזרח,360,הרשל גרינשפן,4357
תלפיות מזרח,360,חוה ארציאלי,5411
תלפיות מזרח,360,טיילת ריצ'רד ורוד, 
תלפיות מזרח,360,יחיאל דרזנר,4332
תלפיות מזרח,360,יעקב וייס,4338
תלפיות מזרח,360,יעקב רז,5601
תלפיות מזרח,360,לואיג'י לוצאטי,1805
תלפיות מזרח,360,מאיר נקר,4327
תלפיות מזרח,360,מאיר פיינשטיין,4337
תלפיות מזרח,360,מרדכי אלקחי,4331
תלפיות מזרח,360,מרכז קליטה תלפיו, 
תלפיות מזרח,360,משה ברזני,4336
תלפיות מזרח,360,משה מרזוק,4355
תלפיות מזרח,360,עולי הגרדום,4325
תלפיות מזרח,360,על''ר,4374
תלפיות מזרח,360,פרימו לוי,1881
תלפיות מזרח,360,קדושי בבל,4347
תלפיות מזרח,360,קרית מוריה, 
תלפיות מזרח,360,רב החובל,5401
תלפיות מזרח,360,שלמה בן יוסף,4329
תלפיות מזרח,360,שמואל עזר,4356